episode,env_steps,return,length,success,collisions,final_dist_m,goal_dist_m,alpha,curriculum_max_dist_m,target_entropy,stuck
1749,191266,125.12,10,1,1,0.212,2.974,0.0377,5.41,-5.732,0
1750,191283,19.43,17,0,6,1.007,4.235,0.0376,5.41,-5.733,1
1751,191384,17.83,101,0,7,0.943,4.631,0.0369,5.85,-5.734,1
1752,191683,-38.59,299,0,19,1.883,2.519,0.035,5.85,-5.738,1
1753,192183,-38.54,500,0,4,4.635,4.08,0.0326,5.85,-5.745,0
1754,192683,-27.68,500,0,0,5.403,5.135,0.0311,5.85,-5.753,0
1755,192687,110.86,4,1,0,0.131,1.237,0.031,5.85,-5.753,0
1756,192706,21.13,19,0,6,2.303,5.712,0.0309,5.85,-5.753,1
1757,192723,21.26,17,0,5,2.571,5.782,0.0308,5.85,-5.753,1
1758,193113,-18.31,390,0,7,2.109,3.628,0.03,5.85,-5.759,1
1759,193613,-50.39,500,0,16,2.554,3.015,0.0287,5.85,-5.766,0
1760,193638,131.21,25,1,2,0.265,3.912,0.0286,5.85,-5.766,0
1761,194138,-21.6,500,0,1,4.595,5.135,0.0283,5.85,-5.773,0
1762,194159,19.19,21,0,7,0.926,4.35,0.0282,5.85,-5.774,1
1763,194184,26.02,25,0,7,0.445,4.572,0.0281,5.85,-5.774,1
1764,194233,14.63,49,0,14,1.026,5.534,0.0281,5.85,-5.775,1
1765,194492,-9.53,259,0,19,1.968,5.31,0.0286,5.85,-5.778,1
1766,194515,38.53,23,0,6,0.575,5.743,0.0285,5.85,-5.779,1
1767,194540,-7.93,25,0,6,0.687,1.219,0.0285,5.85,-5.779,1
1768,194549,132.15,9,1,0,0.212,3.473,0.0285,5.85,-5.779,0
1769,195049,-42.8,500,0,8,3.254,3.074,0.028,5.85,-5.786,0
1770,195078,-6.44,29,0,10,0.523,2.024,0.0282,5.85,-5.787,1
1771,195092,115.98,14,1,0,0.169,1.837,0.0283,5.85,-5.787,0
1772,195114,115.77,22,1,0,0.291,1.979,0.0283,5.85,-5.787,0
1773,195614,-43.98,500,0,10,1.729,1.831,0.0282,5.85,-5.794,0
1774,195620,125.1,6,1,0,0.16,2.7,0.0283,5.85,-5.795,0
1775,195634,120.47,14,1,1,0.263,2.581,0.0283,5.85,-5.795,0
1776,195650,148.34,16,1,0,0.137,5.051,0.0283,5.85,-5.795,0
1777,196150,-43.95,500,0,0,7.404,5.509,0.0289,5.85,-5.802,0
1778,196172,119.12,22,1,0,0.167,2.189,0.0289,5.85,-5.802,0
1779,196192,142.06,20,1,0,0.232,4.537,0.0288,5.85,-5.803,0
1780,196452,123.04,260,1,0,0.299,3.903,0.0291,5.85,-5.806,0
1781,196467,141.45,15,1,0,0.174,4.394,0.0666,5.85,-5.807,0
1782,196581,116.64,114,1,8,0.118,3.952,0.0603,5.85,-5.808,0
1783,196611,140.66,30,1,2,0.284,4.9,0.0594,5.85,-5.809,0
1784,196632,138.67,21,1,3,0.287,4.858,0.0586,5.85,-5.809,0
1785,196643,3.9,11,0,5,2.133,3.578,0.0583,5.85,-5.809,1
1786,196667,149.54,24,1,0,0.28,5.354,0.0577,5.85,-5.81,0
1787,196703,130.2,36,1,8,0.208,5.009,0.0567,5.85,-5.81,0
1788,196710,-4.33,7,0,5,1.764,2.367,0.0565,5.85,-5.81,1
1789,196898,-10.61,188,0,15,2.021,4.9,0.0523,5.85,-5.813,1
1790,196916,6.94,18,0,5,0.925,2.708,0.0519,5.85,-5.813,1
1791,197237,-10.47,321,0,25,0.669,4.227,0.0463,5.85,-5.818,1
1792,197737,-53.13,500,0,59,4.683,4.87,0.0411,5.85,-5.825,0
1793,197767,146.93,30,1,0,0.279,5.122,0.0408,5.85,-5.825,0
1794,197773,-13.13,6,0,5,3.73,3.447,0.0408,5.85,-5.825,1
1795,197792,132.83,19,1,4,0.297,4.475,0.0406,5.85,-5.826,0
1796,198292,-31.37,500,0,1,5.947,5.509,0.036,5.85,-5.833,0
1797,198324,135.9,32,1,0,0.236,3.986,0.0357,5.85,-5.833,0
1798,198332,-0.28,8,0,5,2.451,3.463,0.0356,5.85,-5.833,1
1799,198351,150.98,19,1,0,0.275,5.468,0.0355,5.85,-5.834,0
1800,198362,-14.66,11,0,9,3.385,3.774,0.0354,5.85,-5.834,1
1801,198369,-7.55,7,0,5,4.587,4.867,0.0354,5.85,-5.834,1
1802,198378,3.99,9,0,5,4.379,5.823,0.0354,5.85,-5.834,1
1803,198878,-31.29,500,0,12,0.949,2.721,0.0324,5.85,-5.841,0
1804,198893,151.81,15,1,0,0.216,5.472,0.0323,5.85,-5.841,0
1805,198898,-10.25,5,0,5,3.824,3.824,0.0323,5.85,-5.841,1
1806,199398,-20.91,500,0,1,3.782,4.391,0.0298,5.85,-5.849,0
1807,199495,19.56,97,0,5,1.574,5.015,0.0294,5.85,-5.85,1
1808,199536,142.41,41,1,0,0.143,4.589,0.0293,5.85,-5.851,0
1809,200036,-37.61,500,0,12,3.852,4.991,0.0282,5.85,-5.858,0
1810,200536,-24.18,500,0,2,0.964,1.447,0.0278,5.85,-5.865,0
1811,200546,128.26,10,1,0,0.117,2.992,0.0278,5.85,-5.865,0
1812,201046,2.24,500,0,0,2.98,5.704,0.0274,5.85,-5.872,0
1813,201350,82.82,304,1,10,0.261,2.062,0.0274,5.85,-5.876,0
1814,201360,12.76,10,0,5,3.394,5.72,0.0274,5.85,-5.877,1
1815,201370,130.41,10,1,0,0.284,3.374,0.0274,5.85,-5.877,0
1816,201870,15.92,500,0,0,1.46,5.552,0.0278,5.85,-5.884,0
1817,201875,114.17,5,1,0,0.221,1.664,0.0278,5.85,-5.884,0
1818,202375,-48.21,500,0,13,4.077,4.355,0.0274,5.85,-5.891,0
1819,202411,147.93,36,1,2,0.133,5.505,0.0274,5.85,-5.892,0
1820,202505,18.86,94,0,5,1.488,4.844,0.0274,5.85,-5.893,1
1821,202513,-16.96,8,0,6,5.992,5.536,0.0274,5.85,-5.893,1
1822,202568,-30.55,55,0,8,5.051,3.871,0.0276,5.85,-5.894,1
1823,202665,-12.34,97,0,11,3.985,5.435,0.0275,5.85,-5.895,1
1824,203047,-43.67,382,0,24,2.346,2.889,0.0271,5.85,-5.901,1
1825,203070,131.59,23,1,4,0.266,4.34,0.0272,5.85,-5.901,0
1826,203088,145.69,18,1,0,0.199,4.858,0.0271,5.85,-5.901,0
1827,203228,-33.16,140,0,13,5.041,5.024,0.027,5.85,-5.903,1
1828,203276,4.71,48,0,6,3.236,5.146,0.0269,5.85,-5.904,1
1829,203478,-11.49,202,0,36,0.795,3.656,0.0271,5.85,-5.907,1
1830,203505,151.22,27,1,0,0.226,5.483,0.0272,5.85,-5.907,0
1831,203600,137.05,95,1,1,0.28,4.66,0.062,5.85,-5.909,0
1832,203611,-10.65,11,0,9,4.187,4.977,0.0614,5.85,-5.909,1
1833,203626,10.89,15,0,5,3.321,5.485,0.0607,5.85,-5.909,1
1834,203631,-10.25,5,0,5,3.217,3.217,0.0604,5.85,-5.909,1
1835,203646,-8.71,15,0,11,2.078,3.482,0.0598,5.85,-5.909,1
1836,203685,-28.81,39,0,6,3.142,1.657,0.0585,5.85,-5.91,1
1837,203704,9.11,19,0,7,2.861,5.267,0.0579,5.85,-5.91,1
1838,203709,-10.25,5,0,5,2.704,2.704,0.0578,5.85,-5.91,1
1839,203719,-20.87,10,0,6,4.59,3.753,0.0574,5.85,-5.91,1
1840,203756,116.47,37,1,0,0.295,2.127,0.0564,5.85,-5.911,0
1841,204256,-18.0,500,0,7,3.283,5.383,0.0464,5.85,-5.918,0
1842,204345,-11.53,89,0,11,1.828,3.32,0.045,5.85,-5.919,1
1843,204360,-15.95,15,0,8,5.49,5.57,0.0448,5.85,-5.919,1
1844,204370,2.01,10,0,5,2.011,3.262,0.0446,5.85,-5.92,1
1845,204870,3.67,500,0,1,2.466,5.534,0.0386,5.85,-5.927,0
1846,204912,131.59,42,1,0,0.256,3.625,0.0381,5.85,-5.927,0
1847,204938,135.07,26,1,10,0.19,5.827,0.0379,5.85,-5.928,0
1848,204953,139.31,15,1,1,0.269,4.475,0.0377,5.85,-5.928,0
1849,204963,-20.37,10,0,5,6.144,5.157,0.0376,5.85,-5.928,1
1850,204974,18.28,11,0,5,2.106,4.988,0.0375,5.85,-5.928,1
1851,205007,144.96,33,1,4,0.211,5.672,0.0372,5.85,-5.929,0
1852,205020,124.02,13,1,1,0.242,2.909,0.0371,5.85,-5.929,0
1853,205033,11.28,13,0,6,1.834,4.227,0.037,5.85,-5.929,1
1854,205058,144.59,25,1,4,0.248,5.632,0.0367,5.85,-5.929,0
1855,205355,-28.05,297,0,13,1.256,2.537,0.0341,5.85,-5.934,1
1856,205855,-28.35,500,0,20,3.049,5.714,0.0313,5.85,-5.941,0
1857,205894,136.62,39,1,0,0.272,4.13,0.0312,5.85,-5.941,0
1858,205966,-3.53,72,0,11,0.96,3.168,0.031,5.85,-5.942,1
1859,205984,6.29,18,0,9,1.011,3.531,0.0309,5.85,-5.943,1
1860,205989,-10.25,5,0,5,4.1,4.1,0.0309,5.85,-5.943,1
1861,206005,149.98,16,1,1,0.16,5.437,0.0309,5.85,-5.943,0
1862,206012,-4.05,7,0,5,0.929,1.559,0.0309,5.85,-5.943,1
1863,206093,11.88,81,0,6,1.862,4.655,0.0305,5.85,-5.944,1
1864,206103,130.51,10,1,0,0.213,3.314,0.0305,5.85,-5.944,0
1865,206155,3.96,52,0,6,2.118,3.974,0.0303,5.85,-5.945,1
1866,206165,118.38,10,1,3,0.233,2.721,0.0303,5.85,-5.945,0
1867,206177,11.72,12,0,5,0.665,2.897,0.0302,5.85,-5.945,1
1868,206352,-16.97,175,0,14,0.844,2.822,0.0296,5.85,-5.948,1
1869,206606,-24.78,254,0,39,4.027,5.819,0.0288,5.85,-5.952,1
1870,206851,-37.14,245,0,23,4.012,4.522,0.0283,5.85,-5.955,1
1871,206858,-4.26,7,0,5,3.469,4.078,0.0283,5.85,-5.955,1
1872,206887,145.11,29,1,0,0.264,4.92,0.0282,5.85,-5.956,0
1873,206903,116.26,16,1,0,0.25,1.956,0.0281,5.85,-5.956,0
1874,206908,-10.25,5,0,5,3.354,3.354,0.0281,5.85,-5.956,1
1875,206922,24.32,14,0,5,1.958,5.46,0.028,5.85,-5.956,1
1876,206936,123.92,14,1,1,0.22,2.881,0.028,5.85,-5.956,0
1877,206943,122.97,7,1,0,0.201,2.532,0.0279,5.85,-5.956,0
1878,206998,0.58,55,0,7,2.819,4.552,0.0279,5.85,-5.957,1
1879,207055,-8.91,57,0,27,0.306,2.7,0.0277,5.85,-5.958,1
1880,207076,131.24,21,1,0,0.253,3.482,0.0276,5.85,-5.958,0
1881,207086,3.46,10,0,5,2.357,3.753,0.067,5.85,-5.958,1
1882,207127,-6.29,41,0,5,1.551,2.127,0.0648,5.85,-5.959,1
1883,207136,1.65,9,0,5,2.646,3.856,0.0645,5.85,-5.959,1
1884,207197,149.35,61,1,0,0.293,5.534,0.0618,5.85,-5.96,0
1885,207697,-20.45,500,0,5,2.413,3.868,0.0501,5.85,-5.967,0
1886,207719,136.05,22,1,0,0.257,3.971,0.0497,5.85,-5.967,0
1887,207965,-20.41,246,0,17,2.556,4.746,0.0459,5.85,-5.971,1
1888,208014,-2.64,49,0,15,0.403,3.384,0.0453,5.85,-5.972,1
1889,208030,120.44,16,1,3,0.291,3.015,0.0451,5.85,-5.972,0
1890,208062,135.1,32,1,0,0.27,3.94,0.0447,5.85,-5.972,0
1891,208077,125.67,15,1,0,0.267,2.909,0.0445,5.85,-5.973,0
1892,208089,5.86,12,0,5,0.527,2.174,0.0443,5.85,-5.973,1
1893,208589,-36.37,500,0,26,1.854,3.717,0.0388,5.85,-5.98,0
1894,208608,11.23,19,0,7,2.156,4.774,0.0386,5.85,-5.98,1
1895,208631,35.25,23,0,6,0.903,5.743,0.0384,5.85,-5.98,1
1896,208649,-6.89,18,0,6,2.288,2.889,0.0382,5.85,-5.981,1
1897,208738,-29.02,89,0,22,2.695,3.238,0.0375,5.85,-5.982,1
1898,208748,120.51,10,1,0,0.252,2.353,0.0374,5.85,-5.982,0
1899,208758,-1.13,10,0,6,2.918,4.056,0.0373,5.85,-5.982,1
1900,209258,-17.15,500,0,4,3.686,5.271,0.0338,5.85,-5.989,0
1901,209426,140.97,168,1,3,0.253,5.79,0.0328,5.85,-5.992,0
1902,209470,136.34,44,1,7,0.175,5.429,0.0326,5.85,-5.992,0
1903,209970,-8.81,500,0,5,1.252,3.871,0.0298,5.85,-6.0,0
1904,210470,-43.38,500,0,46,3.003,4.165,0.0279,5.85,-6.0,0
1905,210508,15.81,38,0,7,1.784,4.955,0.0278,5.85,-6.0,1
1906,210537,153.08,29,1,0,0.183,5.636,0.0278,5.85,-6.0,0
1907,210545,0.87,8,0,5,1.31,2.437,0.0277,5.85,-6.0,1
1908,210575,149.57,30,1,0,0.239,5.346,0.0277,5.85,-6.0,0
1909,210761,8.17,186,0,9,2.023,5.57,0.0273,5.85,-6.0,1
1910,211261,-52.48,500,0,14,4.421,4.472,0.027,5.85,-6.0,0
1911,211272,119.88,11,1,2,0.044,2.487,0.027,5.85,-6.0,0
1912,211286,118.93,14,1,0,0.126,2.089,0.027,5.85,-6.0,0
1913,211786,-56.61,500,0,18,5.224,5.062,0.0269,5.85,-6.0,0
1914,212276,-20.37,490,0,25,1.611,5.024,0.0265,5.85,-6.0,1
1915,212304,122.44,28,1,0,0.274,2.658,0.0266,5.85,-6.0,0
1916,212332,147.31,28,1,0,0.226,5.098,0.0266,5.85,-6.0,0
1917,212353,26.19,21,0,6,1.171,5.096,0.0266,5.85,-6.0,1
1918,212364,131.48,11,1,0,0.26,3.463,0.0265,5.85,-6.0,0
1919,212377,131.73,13,1,0,0.267,3.505,0.0265,5.85,-6.0,0
1920,212389,147.54,12,1,0,0.174,4.988,0.0265,5.85,-6.0,0
1921,212820,-15.36,431,0,8,2.375,4.594,0.0267,5.85,-6.0,1
1922,212936,15.47,116,0,7,1.893,5.421,0.0267,5.85,-6.0,1
1923,212950,20.79,14,0,5,0.54,3.69,0.0267,5.85,-6.0,1
1924,212966,110.64,16,1,0,0.231,1.375,0.0268,5.85,-6.0,0
1925,213003,132.64,37,1,1,0.249,3.897,0.0269,5.85,-6.0,0
1926,213014,0.5,11,0,6,1.293,2.598,0.0269,5.85,-6.0,1
1927,213123,-11.39,109,0,9,1.24,2.446,0.0273,5.85,-6.0,1
1928,213623,-18.72,500,0,1,3.822,4.65,0.027,5.85,-6.0,0
1929,213637,-10.27,14,0,7,0.563,1.006,0.027,5.85,-6.0,1
1930,213651,147.59,14,1,0,0.046,4.874,0.027,5.85,-6.0,0
1931,213699,13.03,48,0,5,2.09,4.633,0.064,5.85,-6.0,1
1932,213711,11.56,12,0,5,0.952,3.168,0.0632,5.85,-6.0,1
1933,213737,148.47,26,1,3,0.266,5.842,0.0617,5.85,-6.0,0
1934,213742,-10.25,5,0,5,5.682,5.682,0.0614,5.85,-6.0,1
1935,213752,7.88,10,0,5,3.122,4.959,0.0609,5.85,-6.0,1
1936,214252,-22.33,500,0,11,2.993,5.46,0.0483,5.85,-6.0,0
1937,214257,-10.25,5,0,5,4.105,4.105,0.0482,5.85,-6.0,1
1938,214277,139.34,20,1,3,0.282,4.916,0.0479,5.85,-6.0,0
1939,214301,117.11,24,1,0,0.258,2.089,0.0474,5.85,-6.0,0
1940,214445,144.73,144,1,0,0.213,5.406,0.0452,5.85,-6.0,0
1941,214465,29.45,20,0,5,0.498,4.542,0.0449,5.85,-6.0,1
1942,214487,25.51,22,0,7,1.262,5.322,0.0445,5.85,-6.0,1
1943,214500,7.34,13,0,7,0.559,2.758,0.0443,5.85,-6.0,1
1944,214510,4.33,10,0,5,1.554,3.037,0.0442,5.85,-6.0,1
1945,214535,152.06,25,1,0,0.219,5.55,0.0438,5.85,-6.0,0
1946,214562,149.57,27,1,0,0.236,5.329,0.0434,5.85,-6.0,0
1947,214578,16.39,16,0,6,1.987,4.907,0.0432,5.85,-6.0,1
1948,214591,132.0,13,1,0,0.159,3.424,0.043,5.85,-6.0,0
1949,214608,143.45,17,1,1,0.228,4.858,0.0428,5.85,-6.0,0
1950,215108,-47.27,500,0,9,4.327,3.9,0.0376,5.85,-6.0,0
1951,215137,142.03,29,1,4,0.26,5.408,0.0374,5.85,-6.0,0
1952,215637,-66.33,500,0,15,5.378,4.245,0.0334,5.85,-6.0,0
1953,215660,-4.44,23,0,10,3.316,4.986,0.0332,5.85,-6.0,1
1954,215676,6.61,16,0,8,1.376,3.717,0.0331,5.85,-6.0,1
1955,215689,130.29,13,1,0,0.28,3.374,0.033,5.85,-6.0,0
1956,215788,149.66,99,1,0,0.194,5.654,0.0324,5.85,-6.0,0
1957,215851,23.87,63,0,9,0.966,5.468,0.032,5.85,-6.0,1
1958,216182,-38.82,331,0,9,5.549,5.122,0.0302,5.85,-6.0,1
1959,216232,20.22,50,0,6,1.677,5.148,0.0299,5.85,-6.0,1
1960,216241,126.01,9,1,0,0.116,2.762,0.0299,5.85,-6.0,0
1961,216741,-38.05,500,0,58,1.026,2.721,0.0279,5.85,-6.0,0
1962,216746,-10.25,5,0,5,5.542,5.542,0.0278,5.85,-6.0,1
1963,216775,-6.52,29,0,11,1.549,3.242,0.0277,5.85,-6.0,1
1964,216808,122.0,33,1,0,0.297,2.662,0.0275,5.85,-6.0,0
1965,216818,135.47,10,1,0,0.068,3.665,0.0275,5.85,-6.0,0
1966,216825,-1.81,7,0,5,3.57,4.424,0.0274,5.85,-6.0,1
1967,216851,120.15,26,1,1,0.192,2.537,0.0272,5.85,-6.0,0
1968,216856,114.93,5,1,0,0.238,1.756,0.0272,5.85,-6.0,0
1969,216876,139.85,20,1,0,0.298,4.383,0.0271,5.85,-6.0,0
1970,216886,5.28,10,0,5,1.572,3.15,0.0271,5.85,-6.0,1
1971,216917,-19.53,31,0,11,1.275,1.677,0.0269,5.85,-6.0,1
1972,217147,-30.9,230,0,6,3.748,3.007,0.0263,5.85,-6.0,1
1973,217338,-38.5,191,0,34,0.987,1.092,0.0258,5.85,-6.0,1
1974,217429,-2.19,91,0,19,0.891,4.127,0.0257,5.85,-6.0,1
1975,217929,-44.67,500,0,12,3.195,3.628,0.0259,5.85,-6.0,0
1976,217971,-0.46,42,0,5,4.263,5.427,0.0259,5.85,-6.0,1
1977,218022,12.63,51,0,10,0.696,4.213,0.0258,5.85,-6.0,1
1978,218087,-8.42,65,0,14,1.406,3.69,0.0258,5.85,-6.0,1
1979,218587,-26.36,500,0,4,4.166,4.83,0.0268,5.85,-6.0,0
1980,218862,-16.68,275,0,17,1.343,4.05,0.0264,5.85,-6.0,1
1981,218897,-28.78,35,0,13,5.559,5.456,0.0655,5.85,-6.0,1
1982,218904,-5.37,7,0,5,4.925,5.423,0.065,5.85,-6.0,1
1983,218914,5.03,10,0,5,1.936,3.489,0.0644,5.85,-6.0,1
1984,218938,-19.51,24,0,11,3.055,3.424,0.0631,5.85,-6.0,1
1985,218970,-27.97,32,0,7,6.295,5.058,0.0615,5.85,-6.0,1
1986,219029,-30.95,59,0,18,4.707,4.907,0.0595,5.85,-6.0,1
1987,219039,-7.18,10,0,7,2.058,2.79,0.0591,5.85,-6.0,1
1988,219080,145.35,41,1,0,0.232,4.973,0.0576,5.85,-6.0,0
1989,219123,142.89,43,1,1,0.21,4.914,0.0564,5.85,-6.0,0
1990,219204,116.05,81,1,4,0.137,2.947,0.0543,5.85,-6.0,0
1991,219376,-24.58,172,0,20,3.782,5.183,0.0506,5.85,-6.0,1
1992,219398,131.5,22,1,0,0.141,3.401,0.0501,5.85,-6.0,0
1993,219435,145.22,37,1,1,0.298,5.205,0.0494,5.85,-6.0,0
1994,219561,122.76,126,1,1,0.251,3.357,0.0473,5.85,-6.0,0
1995,219574,9.26,13,0,5,1.191,3.182,0.0471,5.85,-6.0,1
1996,219668,119.33,94,1,0,0.187,2.589,0.0458,5.85,-6.0,0
1997,219678,8.99,10,0,5,1.679,3.628,0.0456,5.85,-6.0,1
1998,220178,-26.32,500,0,0,5.475,5.343,0.0396,5.85,-6.0,0
1999,220203,148.96,25,1,0,0.298,5.318,0.0393,5.85,-6.0,0
2000,220224,16.23,21,0,9,1.139,4.667,0.0391,5.85,-6.0,1
2001,220256,146.27,32,1,0,0.256,5.042,0.0387,5.85,-6.0,0
2002,220327,0.48,71,0,11,1.852,4.455,0.038,5.85,-6.0,1
2003,220827,-34.85,500,0,0,3.702,2.717,0.0338,5.85,-6.0,0
2004,220835,119.15,8,1,0,0.218,2.174,0.0338,5.85,-6.0,0
2005,220840,-10.25,5,0,5,4.49,4.49,0.0337,5.85,-6.0,1
2006,221072,120.45,232,1,0,0.284,3.489,0.032,5.85,-6.0,0
2007,221572,-33.84,500,0,3,4.784,4.5,0.0294,5.85,-6.0,0
2008,221583,15.98,11,0,5,1.174,3.827,0.0293,5.85,-6.0,1
2009,221678,124.86,95,1,0,0.242,3.203,0.0289,5.85,-6.0,0
2010,221730,122.72,52,1,6,0.225,3.957,0.0287,5.85,-6.0,0
2011,221743,131.97,13,1,1,0.291,3.753,0.0286,5.85,-6.0,0
2012,221754,113.28,11,1,0,0.274,1.657,0.0286,5.85,-6.0,0
2013,221804,130.98,50,1,0,0.243,3.591,0.0283,5.85,-6.0,0
2014,221848,151.62,44,1,0,0.194,5.576,0.0281,5.85,-6.0,0
2015,221881,-6.08,33,0,6,2.313,3.07,0.028,5.85,-6.0,1
2016,221887,-7.55,6,0,5,3.941,4.216,0.0279,5.85,-6.0,1
2017,221900,8.57,13,0,5,3.019,4.941,0.0279,5.85,-6.0,1
2018,221916,145.02,16,1,0,0.229,4.812,0.0278,5.85,-6.0,0
2019,221951,147.64,35,1,0,0.236,5.174,0.0277,5.85,-6.0,0
2020,221970,116.01,19,1,4,0.294,2.79,0.0276,5.85,-6.0,0
2021,221998,-8.7,28,0,7,1.483,2.153,0.0275,5.85,-6.0,1
2022,222139,10.59,141,0,12,1.129,5.293,0.0273,5.85,-6.0,1
2023,222166,149.77,27,1,0,0.267,5.379,0.0273,5.85,-6.0,0
2024,222177,132.76,11,1,0,0.288,3.619,0.0272,5.85,-6.0,0
2025,222301,-20.05,124,0,14,1.086,2.501,0.0269,5.85,-6.0,1
2026,222317,-10.47,16,0,9,1.774,2.607,0.0269,5.85,-6.0,1
2027,222325,-3.05,8,0,5,3.042,3.777,0.0269,5.85,-6.0,1
2028,222330,-10.25,5,0,5,5.241,5.241,0.0268,5.85,-6.0,1
2029,222620,-33.83,290,0,25,3.585,4.652,0.0263,5.85,-6.0,1
2030,223120,-39.44,500,0,11,4.444,5.2,0.0258,5.85,-6.0,0
2031,223127,-12.23,7,0,6,5.729,5.741,0.0671,5.85,-6.0,1
2032,223140,10.14,13,0,5,3.535,5.614,0.0664,5.85,-6.0,1
2033,223156,116.71,16,1,1,0.238,2.189,0.0657,5.85,-6.0,0
2034,223163,-4.09,7,0,5,3.752,4.378,0.0651,5.85,-6.0,1
2035,223663,-43.8,500,0,15,1.504,2.624,0.0508,5.85,-6.0,0
2036,223730,121.34,67,1,0,0.289,2.758,0.0494,5.85,-6.0,0
2037,223917,124.85,187,1,0,0.297,3.717,0.0466,5.85,-6.0,0
2038,223968,3.68,51,0,6,3.476,5.299,0.0458,5.85,-6.0,1
2039,223993,23.93,25,0,9,0.512,4.83,0.0454,5.85,-6.0,1
2040,224005,12.78,12,0,5,1.622,3.96,0.0453,5.85,-6.0,1
2041,224059,144.48,54,1,1,0.289,5.207,0.0445,5.85,-6.0,0
2042,224211,6.77,152,0,9,0.904,4.141,0.0425,5.85,-6.0,1
2043,224240,1.23,29,0,11,2.371,4.84,0.0422,5.85,-6.0,1
2044,224740,-41.47,500,0,1,7.224,5.776,0.037,5.85,-6.0,0
2045,224769,134.8,29,1,7,0.24,5.265,0.0368,5.85,-6.0,0
2046,224814,143.51,45,1,0,0.282,4.858,0.0364,5.85,-6.0,0
2047,224870,-14.08,56,0,12,2.778,4.05,0.0359,5.85,-6.0,1
2048,224888,-22.19,18,0,14,4.38,5.051,0.0358,5.85,-6.0,1
2049,224898,3.48,10,0,5,0.708,2.105,0.0358,5.85,-6.0,1
2050,224919,139.93,21,1,0,0.155,4.253,0.0356,5.85,-6.0,0
2051,224950,-2.04,31,0,13,0.369,2.92,0.0354,5.85,-6.0,1
2052,224962,138.6,12,1,0,0.293,4.213,0.0353,5.85,-6.0,0
2053,225462,-147.94,500,0,29,14.711,5.417,0.0323,5.85,-6.0,0
2054,225962,-31.29,500,0,13,2.727,4.698,0.03,5.85,-6.0,0
2055,225992,136.87,30,1,0,0.26,4.097,0.0299,5.85,-6.0,0
2056,226011,149.09,19,1,0,0.211,5.216,0.0299,5.85,-6.0,0
2057,226058,132.23,47,1,1,0.282,3.94,0.0297,5.85,-6.0,0
2058,226064,-6.0,6,0,5,2.455,2.885,0.0297,5.85,-6.0,1
2059,226564,-25.78,500,0,10,2.083,4.005,0.0281,5.85,-6.0,0
2060,226583,30.07,19,0,6,1.496,5.798,0.028,5.85,-6.0,1
2061,226677,12.44,94,0,5,1.257,3.971,0.0277,5.85,-6.0,1
2062,226738,148.52,61,1,0,0.203,5.36,0.0276,5.85,-6.0,0
2063,226744,-14.77,6,0,5,4.283,3.836,0.0275,5.85,-6.0,1
2064,226815,124.49,71,1,0,0.292,3.096,0.0275,5.85,-6.0,0
2065,226820,-10.25,5,0,5,4.525,4.525,0.0275,5.85,-6.0,1
2066,226857,13.16,37,0,6,1.407,4.108,0.0275,5.85,-6.0,1
2067,227108,4.48,251,0,9,1.934,5.437,0.027,5.85,-6.0,1
2068,227114,-7.04,6,0,5,4.394,4.72,0.027,5.85,-6.0,1
2069,227147,22.97,33,0,7,0.407,4.269,0.027,5.85,-6.0,1
2070,227208,3.08,61,0,7,0.782,2.794,0.0268,5.85,-6.0,1
2071,227219,131.51,11,1,1,0.175,3.581,0.0268,5.85,-6.0,0
2072,227575,-67.37,356,0,40,7.429,5.472,0.0261,5.85,-6.0,1
2073,227603,18.61,28,0,5,1.354,4.355,0.026,5.85,-6.0,1
2074,227630,138.01,27,1,1,0.248,4.383,0.0261,5.85,-6.0,0
2075,227635,-10.25,5,0,5,5.446,5.446,0.0261,5.85,-6.0,1
2076,227673,-5.47,38,0,12,1.793,3.836,0.026,5.85,-6.0,1
2077,227701,148.33,28,1,0,0.299,5.271,0.0259,5.85,-6.0,0
2078,227727,2.07,26,0,10,2.013,4.35,0.026,5.85,-6.0,1
2079,228187,-64.58,460,0,25,5.611,4.452,0.0261,5.85,-6.0,1
2080,228210,28.09,23,0,6,0.844,4.968,0.026,5.85,-6.0,1
2081,228355,136.2,145,1,0,0.257,4.601,0.0602,5.85,-6.0,0
2082,228429,141.26,74,1,1,0.265,4.961,0.0574,5.85,-6.0,0
2083,228512,118.7,83,1,2,0.172,2.858,0.0549,5.85,-6.0,0
2084,228552,-23.17,40,0,12,4.505,4.788,0.0538,5.85,-6.0,1
2085,229052,-53.64,500,0,35,1.75,1.885,0.0447,5.85,-6.0,0
2086,229511,-39.79,459,0,8,3.458,3.374,0.039,5.85,-6.0,1
2087,229582,143.41,71,1,3,0.146,5.442,0.0384,5.85,-6.0,0
2088,229596,9.43,14,0,6,3.003,5.216,0.0382,5.85,-6.0,1
2089,229736,121.65,140,1,0,0.183,3.048,0.037,5.85,-6.0,0
2090,229747,128.91,11,1,0,0.25,3.196,0.0369,5.85,-6.0,0
2091,229897,-49.41,150,0,17,6.146,4.955,0.0355,5.85,-6.0,1
2092,229940,149.02,43,1,0,0.249,5.367,0.0352,5.85,-6.0,0
2093,230440,-29.89,500,0,17,0.981,3.492,0.0322,5.85,-6.0,0
2094,230940,-31.43,500,0,19,3.353,5.71,0.0301,5.85,-6.0,0
