episode,env_steps,return,length,success,collisions,final_dist_m,goal_dist_m,alpha,curriculum_max_dist_m,target_entropy,stuck
1058,117144,148.79,23,1,3,0.217,5.811,0.0443,6.0,-4.673,0
1059,117163,15.6,19,0,5,1.353,4.008,0.0444,6.0,-4.674,1
1060,117663,-15.51,500,0,14,1.803,5.552,0.0447,6.0,-4.681,0
1061,117680,144.87,17,1,0,0.209,4.781,0.0447,6.0,-4.681,0
1062,117707,-1.55,27,0,5,3.061,4.042,0.0446,6.0,-4.682,1
1063,117720,8.78,13,0,5,1.364,3.307,0.0445,6.0,-4.682,1
1064,117885,-4.22,165,0,16,1.006,4.409,0.0447,6.0,-4.684,1
1065,117954,-7.4,69,0,16,2.399,5.004,0.0451,6.0,-4.685,1
1066,118227,6.33,273,0,12,0.964,5.362,0.0455,6.0,-4.689,1
1067,118241,145.15,14,1,0,0.238,4.823,0.0457,6.0,-4.689,0
1068,118565,-34.4,324,0,9,3.67,3.65,0.0453,6.0,-4.694,1
1069,118582,152.25,17,1,0,0.16,5.47,0.0454,6.0,-4.694,0
1070,119082,-20.14,500,0,0,4.676,5.161,0.0458,6.0,-4.701,0
1071,119104,129.12,22,1,6,0.263,4.485,0.046,6.0,-4.701,0
1072,119215,-31.32,111,0,25,3.208,3.631,0.0458,6.0,-4.703,1
1073,119296,-11.51,81,0,12,3.985,5.638,0.0462,6.0,-4.704,1
1074,119365,-54.71,69,0,31,6.226,4.1,0.0464,6.0,-4.705,1
1075,119375,125.14,10,1,0,0.254,2.818,0.0464,6.0,-4.705,0
1076,119392,144.74,17,1,0,0.187,4.746,0.0464,6.0,-4.706,0
1077,119523,-17.34,131,0,16,1.423,3.344,0.0464,6.0,-4.707,1
1078,119535,-4.05,12,0,5,4.716,5.371,0.0465,6.0,-4.708,1
1079,119541,-14.74,6,0,5,5.104,4.66,0.0465,6.0,-4.708,1
1080,119565,151.68,24,1,0,0.256,5.544,0.0466,6.0,-4.708,0
1081,119590,153.27,25,1,0,0.299,5.751,0.0662,6.0,-4.708,0
1082,119619,3.58,29,0,5,2.012,3.515,0.0646,6.0,-4.709,1
1083,119629,-15.7,10,0,9,1.377,1.657,0.064,6.0,-4.709,1
1084,119679,112.54,50,1,0,0.258,1.762,0.0616,6.0,-4.71,0
1085,119773,-3.11,94,0,24,2.822,5.981,0.0583,6.0,-4.711,1
1086,119889,5.85,116,0,20,0.714,4.879,0.0555,6.0,-4.713,1
1087,119960,150.56,71,1,0,0.255,5.666,0.0543,6.0,-4.714,0
1088,119966,117.18,6,1,0,0.225,1.973,0.0542,6.0,-4.714,0
1089,120006,144.66,40,1,0,0.268,4.934,0.0535,6.0,-4.714,0
1090,120027,39.77,21,0,5,0.785,5.867,0.0532,6.0,-4.715,1
1091,120067,19.19,40,0,6,2.517,5.837,0.0526,6.0,-4.715,1
1092,120415,-38.86,348,0,23,3.796,4.65,0.0494,6.0,-4.72,1
1093,120915,-20.91,500,0,1,2.078,2.687,0.0466,6.0,-4.727,0
1094,120943,155.1,28,1,0,0.238,5.888,0.0465,6.0,-4.728,0
1095,121121,-46.56,178,0,26,6.092,5.327,0.0459,6.0,-4.73,1
1096,121181,14.33,60,0,9,1.978,5.511,0.0453,6.0,-4.731,1
1097,121204,29.55,23,0,6,1.692,5.962,0.0451,6.0,-4.731,1
1098,121236,153.6,32,1,0,0.194,5.714,0.045,6.0,-4.732,0
1099,121253,152.48,17,1,0,0.219,5.552,0.045,6.0,-4.732,0
1100,121291,-4.52,38,0,13,2.569,4.907,0.0447,6.0,-4.733,1
1101,121316,27.4,25,0,5,1.522,5.387,0.0446,6.0,-4.733,1
1102,121816,-25.02,500,0,14,2.953,5.751,0.044,6.0,-4.74,0
1103,122176,-20.18,360,0,36,1.629,4.412,0.0433,6.0,-4.745,1
1104,122208,-3.33,32,0,8,2.129,3.556,0.0432,6.0,-4.746,1
1105,122224,23.59,16,0,5,2.363,5.802,0.0432,6.0,-4.746,1
1106,122241,151.61,17,1,0,0.288,5.534,0.0432,6.0,-4.746,0
1107,122405,-27.13,164,0,8,4.222,3.929,0.0436,6.0,-4.749,1
1108,122905,-30.7,500,0,0,5.428,4.858,0.0436,6.0,-4.756,0
1109,122926,114.75,21,1,1,0.282,2.062,0.0437,6.0,-4.756,0
1110,123086,104.46,160,1,20,0.257,4.502,0.0437,6.0,-4.758,0
1111,123111,155.19,25,1,0,0.238,5.883,0.0437,6.0,-4.759,0
1112,123133,110.8,22,1,0,0.295,1.485,0.0435,6.0,-4.759,0
1113,123150,-5.8,17,0,11,1.506,3.21,0.0434,6.0,-4.759,1
1114,123525,125.08,375,1,4,0.208,5.392,0.0432,6.0,-4.765,0
1115,124025,-29.6,500,0,4,4.78,5.12,0.0427,6.0,-4.772,0
1116,124112,-1.4,87,0,8,2.62,4.515,0.0427,6.0,-4.773,1
1117,124205,-20.85,93,0,12,4.964,5.743,0.0424,6.0,-4.774,1
1118,124217,8.8,12,0,6,1.485,3.625,0.0424,6.0,-4.775,1
1119,124526,-19.1,309,0,14,2.988,5.423,0.0418,6.0,-4.779,1
1120,124557,149.34,31,1,2,0.205,5.694,0.0419,6.0,-4.779,0
1121,125057,-49.22,500,0,12,4.497,4.475,0.0429,6.0,-4.787,0
1122,125266,-8.82,209,0,5,4.781,5.943,0.043,6.0,-4.79,1
1123,125295,8.31,29,0,8,2.719,5.295,0.0428,6.0,-4.79,1
1124,125305,-4.03,10,0,6,3.258,4.105,0.0427,6.0,-4.79,1
1125,125313,-12.39,8,0,7,5.405,5.606,0.0427,6.0,-4.79,1
1126,125335,34.1,22,0,7,0.485,5.404,0.0427,6.0,-4.79,1
1127,125351,24.98,16,0,6,2.105,5.883,0.0428,6.0,-4.791,1
1128,125371,16.64,20,0,9,1.748,5.312,0.0429,6.0,-4.791,1
1129,125786,4.12,415,0,7,1.955,5.842,0.0427,6.0,-4.797,1
1130,125814,-8.46,28,0,14,2.614,4.708,0.0427,6.0,-4.797,1
1131,125889,6.83,75,0,20,0.753,4.812,0.0631,6.0,-4.798,1
1132,125977,130.66,88,1,7,0.286,5.192,0.0601,6.0,-4.8,0
1133,126052,12.45,75,0,9,2.55,5.97,0.0578,6.0,-4.801,1
1134,126057,115.01,5,1,0,0.243,1.768,0.0577,6.0,-4.801,0
1135,126060,107.97,3,1,0,0.259,1.071,0.0576,6.0,-4.801,0
1136,126560,-15.48,500,0,4,3.455,5.207,0.0502,6.0,-4.808,0
1137,126593,155.67,33,1,0,0.104,5.837,0.0499,6.0,-4.808,0
1138,127093,-25.42,500,0,1,5.198,5.356,0.0467,6.0,-4.816,0
1139,127254,2.12,161,0,10,1.289,4.306,0.0452,6.0,-4.818,1
1140,127754,-22.17,500,0,1,4.469,4.952,0.0418,6.0,-4.825,0
1141,127767,122.81,13,1,0,0.222,2.568,0.0417,6.0,-4.825,0
1142,127796,-19.77,29,0,14,1.201,2.169,0.0416,6.0,-4.826,1
1143,127815,22.82,19,0,7,1.128,4.904,0.0414,6.0,-4.826,1
1144,127833,151.16,18,1,0,0.204,5.41,0.0414,6.0,-4.826,0
1145,127857,137.64,24,1,4,0.223,4.907,0.0413,6.0,-4.827,0
1146,128357,-31.66,500,0,0,5.108,4.442,0.0407,6.0,-4.834,0
1147,128857,-25.44,500,0,0,4.018,3.974,0.0409,6.0,-4.841,0
1148,128986,146.72,129,1,0,0.225,5.542,0.0404,6.0,-4.843,0
1149,129486,-52.84,500,0,18,4.959,5.174,0.04,6.0,-4.85,0
1150,129986,-1.29,500,0,0,1.417,3.789,0.0396,6.0,-4.857,0
1151,130016,139.09,30,1,0,0.122,4.181,0.0396,6.0,-4.857,0
1152,130094,2.89,78,0,11,1.204,4.083,0.0395,6.0,-4.858,1
1153,130122,129.74,28,1,0,0.189,3.303,0.0396,6.0,-4.859,0
1154,130154,-14.03,32,0,11,3.107,4.064,0.0396,6.0,-4.859,1
1155,130161,-7.38,7,0,5,4.655,4.952,0.0397,6.0,-4.859,1
1156,130439,3.78,278,0,13,1.011,5.379,0.0402,6.0,-4.863,1
1157,130850,-12.68,411,0,12,2.665,5.852,0.0392,6.0,-4.869,1
1158,130889,19.09,39,0,13,0.65,5.354,0.0391,6.0,-4.87,1
1159,130898,127.57,9,1,0,0.25,3.052,0.039,6.0,-4.87,0
1160,130907,128.75,9,1,0,0.133,3.052,0.039,6.0,-4.87,0
1161,131045,-38.61,138,0,6,6.764,4.793,0.0392,6.0,-4.872,1
1162,131225,-27.28,180,0,9,1.345,1.316,0.0394,6.0,-4.875,1
1163,131321,3.12,96,0,16,1.057,4.849,0.0391,6.0,-4.876,1
1164,131390,124.98,69,1,1,0.288,3.331,0.0395,6.0,-4.877,0
1165,131890,-69.98,500,0,31,6.35,4.851,0.0389,6.0,-4.884,0
1166,132390,-20.82,500,0,0,3.774,4.192,0.0385,6.0,-4.891,0
1167,132407,10.62,17,0,6,0.626,2.974,0.0384,6.0,-4.892,1
1168,132440,-2.46,33,0,11,2.61,4.729,0.0383,6.0,-4.892,1
1169,132450,-0.95,10,0,5,0.882,1.837,0.0382,6.0,-4.892,1
1170,132459,129.42,9,1,0,0.234,3.221,0.0382,6.0,-4.892,0
1171,132476,125.0,17,1,0,0.285,2.87,0.0382,6.0,-4.893,0
1172,132976,-35.13,500,0,4,4.085,3.871,0.0382,6.0,-4.9,0
1173,133040,16.15,64,0,10,0.49,4.424,0.0382,6.0,-4.901,1
1174,133193,141.59,153,1,2,0.246,5.57,0.0385,6.0,-4.903,0
1175,133360,-14.54,167,0,11,0.879,2.46,0.0389,6.0,-4.905,1
1176,133384,133.55,24,1,0,0.208,3.683,0.0388,6.0,-4.905,0
1177,133636,-10.47,252,0,8,2.099,3.912,0.0395,6.0,-4.909,1
1178,133671,153.67,35,1,0,0.107,5.648,0.0398,6.0,-4.91,0
1179,133680,0.85,9,0,5,1.611,2.741,0.0398,6.0,-4.91,1
1180,134180,-30.93,500,0,8,3.133,4.141,0.0401,6.0,-4.917,0
1181,134215,143.69,35,1,0,0.144,4.689,0.0655,6.0,-4.917,0
1182,134221,-6.14,6,0,5,4.225,4.64,0.0652,6.0,-4.917,1
1183,134227,-7.0,6,0,5,3.497,3.827,0.0648,6.0,-4.918,1
1184,134264,21.67,37,0,11,1.037,5.588,0.0627,6.0,-4.918,1
1185,134269,-10.25,5,0,5,3.891,3.891,0.0624,6.0,-4.918,1
1186,134468,16.7,199,0,10,1.037,5.702,0.0559,6.0,-4.921,1
1187,134627,-7.13,159,0,13,2.772,5.454,0.0526,6.0,-4.923,1
1188,134632,-10.25,5,0,5,4.381,4.381,0.0525,6.0,-4.923,1
1189,134655,136.33,23,1,0,0.291,4.039,0.0521,6.0,-4.924,0
1190,134670,8.2,15,0,8,2.746,5.241,0.0519,6.0,-4.924,1
1191,134683,2.21,13,0,5,0.898,2.184,0.0517,6.0,-4.924,1
1192,134695,9.16,12,0,6,1.75,3.926,0.0515,6.0,-4.924,1
1193,135195,-12.86,500,0,0,3.715,4.93,0.046,6.0,-4.931,0
1194,135200,-10.25,5,0,5,5.678,5.678,0.046,6.0,-4.931,1
1195,135323,112.55,123,1,0,0.299,2.169,0.0447,6.0,-4.933,0
1196,135335,-11.67,12,0,6,5.312,5.404,0.0446,6.0,-4.933,1
1197,135347,135.47,12,1,0,0.229,3.836,0.0445,6.0,-4.934,0
1198,135481,99.46,134,1,12,0.274,3.29,0.0434,6.0,-4.935,0
1199,135569,102.59,88,1,13,0.19,3.489,0.043,6.0,-4.937,0
1200,135584,145.88,15,1,0,0.278,4.941,0.0429,6.0,-4.937,0
1201,135976,-12.81,392,0,34,1.562,5.241,0.041,6.0,-4.943,1
1202,136476,-33.76,500,0,1,5.306,4.631,0.0391,6.0,-4.95,0
1203,136959,-29.56,483,0,5,4.959,5.419,0.039,6.0,-4.957,1
1204,137012,14.35,53,0,17,1.198,5.898,0.0389,6.0,-4.957,1
1205,137024,145.65,12,1,0,0.236,4.861,0.0388,6.0,-4.957,0
1206,137047,114.12,23,1,1,0.296,2.024,0.0388,6.0,-4.958,0
1207,137058,144.71,11,1,0,0.172,4.698,0.0387,6.0,-4.958,0
1208,137115,22.97,57,0,7,1.289,5.271,0.0386,6.0,-4.959,1
1209,137124,129.74,9,1,0,0.163,3.182,0.0386,6.0,-4.959,0
1210,137135,142.67,11,1,0,0.25,4.572,0.0386,6.0,-4.959,0
1211,137158,136.47,23,1,5,0.192,4.955,0.0386,6.0,-4.959,0
1212,137258,-3.85,100,0,8,3.201,4.916,0.0384,6.0,-4.961,1
1213,137354,125.55,96,1,2,0.147,3.581,0.0386,6.0,-4.962,0
1214,137361,-4.08,7,0,5,2.81,3.437,0.0386,6.0,-4.962,1
1215,137861,-18.53,500,0,8,3.749,5.996,0.0385,6.0,-4.969,0
1216,137879,146.4,18,1,0,0.158,4.888,0.0385,6.0,-4.97,0
1217,137900,14.14,21,0,10,0.842,4.36,0.0386,6.0,-4.97,1
1218,137917,150.02,17,1,0,0.233,5.32,0.0388,6.0,-4.97,0
1219,137934,146.62,17,1,0,0.187,4.934,0.0389,6.0,-4.97,0
1220,137949,-29.42,15,0,7,6.852,5.385,0.0389,6.0,-4.971,1
1221,137962,139.18,13,1,0,0.168,4.152,0.0389,6.0,-4.971,0
1222,138009,16.64,47,0,5,2.639,5.538,0.039,6.0,-4.972,1
1223,138038,129.81,29,1,1,0.202,3.527,0.0391,6.0,-4.972,0
1224,138162,-14.13,124,0,13,3.224,5.031,0.0393,6.0,-4.974,1
1225,138184,10.34,22,0,9,1.25,4.195,0.0395,6.0,-4.974,1
1226,138295,140.2,111,1,0,0.269,4.844,0.0399,6.0,-4.976,0
1227,138310,130.24,15,1,2,0.266,3.765,0.0399,6.0,-4.976,0
1228,138328,22.12,18,0,5,2.694,5.996,0.04,6.0,-4.976,1
1229,138350,-13.19,22,0,8,4.772,5.164,0.0399,6.0,-4.976,1
1230,138386,2.7,36,0,5,2.087,3.537,0.0399,6.0,-4.977,1
1231,138401,-25.19,15,0,5,5.112,3.668,0.0668,6.0,-4.977,1
1232,138412,6.1,11,0,5,2.956,4.621,0.0661,6.0,-4.977,1
1233,138456,14.36,44,0,5,1.273,3.929,0.0638,6.0,-4.978,1
1234,138470,4.0,14,0,5,1.917,3.387,0.0631,6.0,-4.978,1
1235,138512,145.53,42,1,1,0.263,5.226,0.0613,6.0,-4.979,0
1236,138524,-21.79,12,0,5,6.529,5.41,0.0609,6.0,-4.979,1
1237,138541,126.92,17,1,2,0.237,3.414,0.0603,6.0,-4.979,0
1238,139041,-18.0,500,0,6,3.352,5.252,0.0503,6.0,-4.986,0
1239,139055,-2.73,14,0,8,0.371,1.768,0.0502,6.0,-4.986,1
1240,139092,123.52,37,1,11,0.254,4.991,0.0497,6.0,-4.987,0
1241,139108,138.62,16,1,1,0.221,4.363,0.0496,6.0,-4.987,0
1242,139134,114.63,26,1,0,0.269,1.861,0.0493,6.0,-4.988,0
1243,139251,-17.11,117,0,25,0.801,2.675,0.0481,6.0,-4.989,1
1244,139263,9.84,12,0,6,1.127,3.371,0.0479,6.0,-4.989,1
1245,139763,-37.33,500,0,3,6.5,5.867,0.0444,6.0,-4.997,0
1246,139796,153.91,33,1,0,0.265,5.821,0.0442,6.0,-4.997,0
1247,139811,143.43,15,1,3,0.285,5.303,0.0441,6.0,-4.997,0
1248,139866,18.93,55,0,11,1.005,5.373,0.0437,6.0,-4.998,1
1249,139909,132.07,43,1,2,0.296,4.119,0.0435,6.0,-4.999,0
1250,139997,129.93,88,1,2,0.05,3.883,0.043,6.0,-5.0,0
1251,140015,141.58,18,1,0,0.234,4.482,0.0429,6.0,-5.0,0
1252,140062,-30.36,47,0,13,4.775,4.574,0.0427,6.0,-5.001,1
1253,140075,15.44,13,0,5,1.259,3.868,0.0426,6.0,-5.001,1
1254,140091,0.71,16,0,9,2.501,4.452,0.0424,6.0,-5.001,1
1255,140098,119.57,7,1,0,0.218,2.21,0.0424,6.0,-5.001,0
1256,140598,-27.12,500,0,0,5.674,5.462,0.0408,6.0,-5.009,0
1257,140700,-2.24,102,0,13,1.881,4.767,0.0405,6.0,-5.01,1
1258,140835,128.04,135,1,2,0.281,4.16,0.04,6.0,-5.012,0
1259,140846,-1.31,11,0,5,3.036,3.96,0.0399,6.0,-5.012,1
1260,140868,18.7,22,0,6,2.04,5.22,0.0398,6.0,-5.012,1
1261,140913,120.8,45,1,2,0.069,2.774,0.0397,6.0,-5.013,0
1262,140919,-11.57,6,0,5,4.901,4.774,0.0397,6.0,-5.013,1
1263,140961,146.72,42,1,1,0.23,5.312,0.0395,6.0,-5.014,0
1264,141058,-3.43,97,0,15,0.9,4.042,0.039,6.0,-5.015,1
1265,141210,-13.33,152,0,9,2.538,3.765,0.0386,6.0,-5.017,1
1266,141710,-9.87,500,0,0,3.052,4.565,0.0374,6.0,-5.024,0
1267,141719,2.67,9,0,5,1.666,2.977,0.0374,6.0,-5.025,1
1268,141736,117.16,17,1,0,0.126,1.927,0.0374,6.0,-5.025,0
1269,142236,-36.21,500,0,5,5.328,5.207,0.0379,6.0,-5.032,0
1270,142581,-26.03,345,0,22,2.535,4.657,0.0385,6.0,-5.037,1
1271,142594,151.92,13,1,0,0.293,5.55,0.0385,6.0,-5.037,0
1272,142931,-35.39,337,0,8,3.432,3.178,0.0391,6.0,-5.042,1
1273,142984,117.53,53,1,0,0.267,2.285,0.0394,6.0,-5.043,0
1274,143484,-21.65,500,0,24,1.897,5.233,0.0386,6.0,-5.05,0
1275,143495,128.41,11,1,0,0.254,3.15,0.0387,6.0,-5.05,0
1276,143708,0.89,213,0,5,2.655,4.809,0.0384,6.0,-5.053,1
1277,143731,146.3,23,1,0,0.261,5.006,0.0383,6.0,-5.053,0
1278,143750,13.1,19,0,5,1.1,3.505,0.0383,6.0,-5.054,1
1279,143796,151.22,46,1,0,0.217,5.568,0.0382,6.0,-5.054,0
1280,143803,-4.3,7,0,5,3.075,3.68,0.0382,6.0,-5.054,1
1281,143826,-22.66,23,0,11,1.043,1.092,0.0662,6.0,-5.055,1
1282,143854,25.58,28,0,13,0.66,5.959,0.0644,6.0,-5.055,1
1283,143868,141.63,14,1,0,0.227,4.46,0.0638,6.0,-5.055,0
1284,143917,-22.66,49,0,5,5.64,4.618,0.0621,6.0,-5.056,1
1285,143998,135.86,81,1,0,0.286,4.277,0.0597,6.0,-5.057,0
1286,144007,-18.26,9,0,7,5.743,5.362,0.0594,6.0,-5.057,1
1287,144151,7.69,144,0,18,1.088,5.576,0.0553,6.0,-5.059,1
1288,144158,-4.7,7,0,5,4.678,5.244,0.0552,6.0,-5.059,1
1289,144184,-15.1,26,0,10,4.293,4.914,0.0546,6.0,-5.06,1
1290,144224,146.36,40,1,0,0.188,5.024,0.0537,6.0,-5.06,0
1291,144724,-52.37,500,0,53,2.951,3.214,0.0461,6.0,-5.067,0
1292,145224,-63.8,500,0,0,9.768,5.888,0.0412,6.0,-5.075,0
1293,145363,-17.02,139,0,42,1.074,3.067,0.0403,6.0,-5.077,1
1294,145380,10.78,17,0,8,3.171,5.934,0.0402,6.0,-5.077,1
1295,145880,-37.27,500,0,4,4.283,3.856,0.038,6.0,-5.084,0
1296,145890,129.88,10,1,0,0.213,3.252,0.038,6.0,-5.084,0
1297,145940,124.51,50,1,0,0.215,2.916,0.0378,6.0,-5.085,0
1298,146003,-43.7,63,0,8,6.579,4.124,0.0376,6.0,-5.086,1
1299,146009,120.77,6,1,0,0.27,2.376,0.0376,6.0,-5.086,0
1300,146032,-0.37,23,0,13,2.311,4.988,0.0376,6.0,-5.086,1
1301,146049,23.7,17,0,6,0.917,4.572,0.0376,6.0,-5.086,1
1302,146060,122.36,11,1,2,0.222,2.912,0.0375,6.0,-5.087,0
1303,146120,-3.67,60,0,9,2.727,4.46,0.0372,6.0,-5.087,1
1304,146135,150.92,15,1,0,0.184,5.352,0.0371,6.0,-5.088,0
1305,146148,-3.32,13,0,8,2.292,3.625,0.037,6.0,-5.088,1
1306,146260,109.88,112,1,17,0.298,4.847,0.0366,6.0,-5.089,0
1307,146266,-13.67,6,0,5,4.635,4.298,0.0366,6.0,-5.09,1
1308,146766,-22.25,500,0,7,2.198,3.874,0.0359,6.0,-5.097,0
1309,147266,-27.81,500,0,1,6.077,5.996,0.0357,6.0,-5.104,0
1310,147766,-21.23,500,0,0,5.058,5.435,0.0367,6.0,-5.111,0
1311,148266,-21.78,500,0,1,1.864,2.386,0.0362,6.0,-5.118,0
1312,148336,-11.77,70,0,16,1.888,4.061,0.0362,6.0,-5.119,1
1313,148349,135.74,13,1,1,0.222,4.061,0.0361,6.0,-5.119,0
1314,148386,136.85,37,1,5,0.274,5.144,0.0364,6.0,-5.12,0
1315,148415,22.17,29,0,5,2.007,5.369,0.0365,6.0,-5.12,1
1316,148420,-10.25,5,0,5,3.64,3.64,0.0366,6.0,-5.12,1
1317,148440,120.31,20,1,0,0.245,2.376,0.0368,6.0,-5.121,0
1318,148458,23.34,18,0,7,0.862,4.686,0.0368,6.0,-5.121,1
1319,148478,136.69,20,1,2,0.194,4.363,0.0369,6.0,-5.121,0
1320,148481,110.98,3,1,0,0.278,1.391,0.0369,6.0,-5.121,0
1321,148486,-10.25,5,0,5,4.918,4.918,0.0369,6.0,-5.121,1
1322,148753,137.39,267,1,0,0.152,5.226,0.0371,6.0,-5.125,0
1323,148769,150.22,16,1,0,0.139,5.241,0.0371,6.0,-5.125,0
1324,149269,4.59,500,0,5,1.092,5.051,0.0364,6.0,-5.132,0
1325,149416,-5.41,147,0,6,2.262,3.656,0.0361,6.0,-5.135,1
1326,149591,1.41,175,0,9,2.888,5.704,0.0362,6.0,-5.137,1
1327,149601,134.35,10,1,0,0.22,3.705,0.0363,6.0,-5.137,0
1328,149610,126.79,9,1,0,0.177,2.901,0.0363,6.0,-5.137,0
1329,149619,142.89,9,1,0,0.267,4.601,0.0363,6.0,-5.137,0
1330,149627,124.03,8,1,0,0.176,2.62,0.0363,6.0,-5.138,0
1331,149633,-6.4,6,0,5,1.253,1.643,0.0671,6.0,-5.138,1
1332,149660,11.95,27,0,7,1.819,4.55,0.0653,6.0,-5.138,1
1333,149713,25.51,53,0,7,1.642,5.858,0.0623,6.0,-5.139,1
1334,149729,-3.72,16,0,9,4.02,5.528,0.0614,6.0,-5.139,1
1335,149735,-13.55,6,0,5,4.747,4.422,0.0611,6.0,-5.139,1
1336,150235,-5.48,500,0,1,3.046,5.198,0.0495,6.0,-5.146,0
1337,150251,125.1,16,1,1,0.291,3.081,0.0493,6.0,-5.146,0
1338,150359,-13.99,108,0,15,2.219,4.36,0.0481,6.0,-5.148,1
1339,150859,-23.41,500,0,0,3.434,3.594,0.0434,6.0,-5.155,0
1340,150870,20.21,11,0,5,1.526,4.601,0.0433,6.0,-5.155,1
1341,151370,-11.86,500,0,1,2.635,4.149,0.0407,6.0,-5.162,0
1342,151389,117.58,19,1,0,0.126,1.979,0.0406,6.0,-5.163,0
1343,151397,-7.09,8,0,6,0.923,1.454,0.0405,6.0,-5.163,1
1344,151439,123.35,42,1,1,0.172,2.916,0.0402,6.0,-5.163,0
1345,151467,137.92,28,1,0,0.189,4.122,0.04,6.0,-5.164,0
1346,151491,139.6,24,1,5,0.236,5.316,0.0398,6.0,-5.164,0
1347,151502,16.63,11,0,5,2.393,5.111,0.0398,6.0,-5.164,1
1348,151575,-21.65,73,0,13,3.163,3.963,0.0394,6.0,-5.165,1
1349,151592,146.07,17,1,0,0.297,4.988,0.0393,6.0,-5.166,0
1350,152092,-18.45,500,0,0,5.327,5.981,0.0375,6.0,-5.173,0
1351,152110,139.55,18,1,1,0.289,4.535,0.0374,6.0,-5.173,0
1352,152134,128.53,24,1,1,0.283,3.457,0.0372,6.0,-5.173,0
1353,152197,148.64,63,1,1,0.077,5.456,0.0371,6.0,-5.174,0
1354,152216,28.17,19,0,6,0.353,4.465,0.037,6.0,-5.175,1
1355,152237,150.8,21,1,0,0.059,5.244,0.037,6.0,-5.175,0
1356,152258,126.71,21,1,1,0.269,3.245,0.0369,6.0,-5.175,0
1357,152307,151.29,49,1,0,0.281,5.654,0.0367,6.0,-5.176,0
1358,152382,-22.89,75,0,7,5.316,4.802,0.0364,6.0,-5.177,1
1359,152408,150.95,26,1,0,0.262,5.487,0.0364,6.0,-5.177,0
1360,152456,-2.99,48,0,14,2.882,5.622,0.0363,6.0,-5.178,1
1361,152956,-36.11,500,0,0,7.091,5.979,0.036,6.0,-5.185,0
1362,152988,-12.5,32,0,8,4.532,5.042,0.0358,6.0,-5.186,1
1363,153046,136.7,58,1,0,0.227,4.187,0.0357,6.0,-5.186,0
1364,153059,140.81,13,1,0,0.227,4.373,0.0356,6.0,-5.187,0
1365,153070,133.03,11,1,0,0.298,3.656,0.0356,6.0,-5.187,0
1366,153570,-22.08,500,0,5,2.082,3.374,0.0359,6.0,-5.194,0
1367,153594,15.12,24,0,8,1.034,4.266,0.0358,6.0,-5.194,1
1368,153676,106.06,82,1,0,0.127,1.142,0.0359,6.0,-5.195,0
1369,153688,-6.6,12,0,6,3.739,4.34,0.0359,6.0,-5.196,1
1370,153703,146.98,15,1,0,0.214,4.986,0.0359,6.0,-5.196,0
1371,153715,10.61,12,0,5,2.25,4.371,0.036,6.0,-5.196,1
1372,153727,123.18,12,1,0,0.297,2.675,0.0361,6.0,-5.196,0
1373,153992,122.25,265,1,9,0.184,5.534,0.0365,6.0,-5.2,0
1374,153999,117.7,7,1,0,0.29,2.095,0.0365,6.0,-5.2,0
1375,154056,133.18,57,1,9,0.157,5.56,0.0366,6.0,-5.201,0
1376,154076,130.74,20,1,2,0.233,3.807,0.0367,6.0,-5.201,0
1377,154091,145.69,15,1,0,0.214,4.858,0.0367,6.0,-5.201,0
1378,154101,-16.96,10,0,9,5.158,5.312,0.0366,6.0,-5.201,1
1379,154110,130.07,9,1,0,0.245,3.297,0.0366,6.0,-5.202,0
1380,154610,-37.87,500,0,11,3.689,4.601,0.0358,6.0,-5.209,0
1381,154619,128.59,9,1,0,0.089,2.992,0.0669,6.0,-5.209,0
1382,154629,-7.97,10,0,5,4.794,5.047,0.0665,6.0,-5.209,1
1383,154635,-8.15,6,0,5,1.329,1.544,0.0661,6.0,-5.209,1
1384,154645,-0.44,10,0,6,1.519,2.725,0.0654,6.0,-5.209,1
1385,154653,-14.5,8,0,5,3.947,3.537,0.0649,6.0,-5.209,1
1386,154804,124.34,151,1,4,0.184,4.173,0.0588,6.0,-5.211,0
1387,154816,4.05,12,0,5,2.989,4.455,0.0585,6.0,-5.212,1
1388,154921,-145.43,105,0,8,18.283,5.865,0.0555,6.0,-5.213,1
1389,154933,-3.95,12,0,7,3.858,4.923,0.0552,6.0,-5.213,1
1390,154938,-10.25,5,0,5,4.522,4.522,0.0551,6.0,-5.213,1
1391,154954,15.84,16,0,6,2.22,5.085,0.0547,6.0,-5.214,1
1392,154963,5.91,9,0,5,2.919,4.555,0.0546,6.0,-5.214,1
1393,154978,28.13,15,0,5,2.076,5.964,0.0543,6.0,-5.214,1
1394,155478,-16.41,500,0,43,0.643,4.502,0.0463,6.0,-5.221,0
1395,155507,13.89,29,0,7,0.578,3.511,0.0461,6.0,-5.222,1
1396,156007,-34.71,500,0,3,3.233,2.862,0.0411,6.0,-5.229,0
1397,156024,5.22,17,0,6,2.79,4.596,0.041,6.0,-5.229,1
1398,156043,148.36,19,1,0,0.258,5.19,0.0409,6.0,-5.229,0
1399,156053,103.91,10,1,4,0.206,1.447,0.0408,6.0,-5.229,0
1400,156118,-3.27,65,0,11,1.697,3.894,0.0403,6.0,-5.23,1
1401,156618,-20.89,500,0,13,1.167,4.179,0.0375,5.7,-5.237,0
1402,156630,137.11,12,1,0,0.12,3.891,0.0374,5.7,-5.238,0
